Driver,GP,Tyres,From,To,#Laps,Year,
Nikita Mazepin,Portugal,Hard New,32,43,12,2021,
Nikita Mazepin,Portugal,Soft New,44,64,21,2021,
Kimi Räikkönen,Portugal,Soft New,1,1,1,2021,
Mick Schumacher,Portugal,Medium New,1,32,32,2021,
Sebastian Vettel,Portugal,Medium Used,23,65,43,2021,
Lewis Hamilton,Spain,Soft Used,1,28,28,2021,
Lewis Hamilton,Spain,Medium New,29,42,14,2021,
Lewis Hamilton,Spain,Medium Used,43,66,24,2021,
Max Verstappen,Spain,Soft Used,1,24,24,2021,
Max Verstappen,Spain,Medium New,25,60,36,2021,
Max Verstappen,Spain,Soft New,61,66,6,2021,
Valtteri Bottas,Spain,Soft Used,1,23,23,2021,
Valtteri Bottas,Spain,Medium New,24,53,30,2021,
Valtteri Bottas,Spain,Soft Used,54,66,13,2021,
Charles Leclerc,Spain,Soft Used,1,28,28,2021,
Charles Leclerc,Spain,Medium New,29,58,30,2021,
Charles Leclerc,Spain,Soft Used,59,66,8,2021,
Sergio Perez,Spain,Soft Used,1,27,27,2021,
Sergio Perez,Spain,Medium New,28,57,30,2021,
Sergio Perez,Spain,Soft Used,58,66,9,2021,
Daniel Ricciardo,Spain,Soft Used,1,25,25,2021,
Daniel Ricciardo,Spain,Medium New,26,46,21,2021,
Daniel Ricciardo,Spain,Soft Used,47,66,20,2021,
Carlos Sainz,Spain,Soft Used,1,22,22,2021,
Carlos Sainz,Spain,Medium New,23,46,24,2021,
Carlos Sainz,Spain,Soft Used,47,66,20,2021,
Lando Norris,Spain,Soft Used,1,23,23,2021,
Lando Norris,Spain,Medium New,24,51,28,2021,
Esteban Ocon,Spain,Soft Used,1,23,23,2021,
Esteban Ocon,Spain,Medium New,24,65,42,2021,
Pierre Gasly,Spain,Medium New,19,47,29,2021,
Pierre Gasly,Spain,Soft New,48,65,18,2021,
Pierre Gasly,Spain,Soft New,1,18,18,2021,
Lance Stroll,Spain,Soft New,1,22,22,2021,
Lance Stroll,Spain,Medium New,23,39,17,2021,
Lance Stroll,Spain,Soft Used,40,65,26,2021,
Kimi Räikkönen,Spain,Medium New,1,37,37,2021,
Kimi Räikkönen,Spain,Soft New,38,65,28,2021,
Sebastian Vettel,Spain,Soft New,1,21,21,2021,
Sebastian Vettel,Spain,Medium New,22,38,17,2021,
Sebastian Vettel,Spain,Soft Used,39,65,27,2021,
George Russell,Spain,Soft New,1,9,9,2021,
George Russell,Spain,Medium New,10,28,19,2021,
George Russell,Spain,Medium New,29,65,37,2021,
Antonio Giovinazzi,Spain,Soft New,1,8,8,2021,
Antonio Giovinazzi,Spain,Medium Used,9,39,31,2021,
Antonio Giovinazzi,Spain,Soft Used,40,65,26,2021,
Nicholas Latifi,Spain,Soft New,1,9,9,2021,
Nicholas Latifi,Spain,Medium New,10,27,18,2021,
Nicholas Latifi,Spain,Medium New,28,50,23,2021,
Nicholas Latifi,Spain,Soft Used,51,65,15,2021,
Fernando Alonso,Spain,Soft Used,1,21,21,2021,
Fernando Alonso,Spain,Medium New,22,61,40,2021,
Fernando Alonso,Spain,Soft Used,62,65,4,2021,
Mick Schumacher,Spain,Soft New,1,23,23,2021,
Mick Schumacher,Spain,Medium New,24,50,27,2021,
Mick Schumacher,Spain,Medium New,51,64,14,2021,
Nikita Mazepin,Spain,Soft New,1,22,22,2021,
Nikita Mazepin,Spain,Medium New,23,42,20,2021,
Nikita Mazepin,Spain,Medium New,43,64,22,2021,
Yuki Tsunoda,Spain,Soft New,1,6,6,2021,
Lando Norris,Spain,Soft Used,52,65,14,2021,
Max Verstappen,Monaco,Soft Used,1,34,34,2021,
Max Verstappen,Monaco,Hard New,35,78,44,2021,
Carlos Sainz,Monaco,Soft Used,1,32,32,2021,
Carlos Sainz,Monaco,Hard New,32,78,47,2021,
Lando Norris,Monaco,Soft Used,1,30,30,2021,
Lando Norris,Monaco,Hard New,31,78,48,2021,
Sergio Perez,Monaco,Soft Used,1,35,35,2021,
Sergio Perez,Monaco,Hard New,36,78,43,2021,
Sebastian Vettel,Monaco,Soft Used,1,31,31,2021,
Sebastian Vettel,Monaco,Hard New,32,78,47,2021,
Pierre Gasly,Monaco,Soft Used,1,30,30,2021,
Pierre Gasly,Monaco,Hard New,31,78,48,2021,
Lewis Hamilton,Monaco,Soft Used,1,29,29,2021,
Lewis Hamilton,Monaco,Hard New,30,67,38,2021,
Lewis Hamilton,Monaco,Soft Used,68,78,11,2021,
Lance Stroll,Monaco,Hard New,1,58,58,2021,
Lance Stroll,Monaco,Soft New,59,77,19,2021,
Esteban Ocon,Monaco,Soft New,1,37,37,2021,
Esteban Ocon,Monaco,Medium New,38,77,40,2021,
Antonio Giovinazzi,Monaco,Soft New,1,33,33,2021,
Antonio Giovinazzi,Monaco,Hard New,34,77,44,2021,
Kimi Räikkönen,Monaco,Medium New,1,43,43,2021,
Kimi Räikkönen,Monaco,Hard New,44,77,34,2021,
Daniel Ricciardo,Monaco,Medium New,1,36,36,2021,
Daniel Ricciardo,Monaco,Hard New,37,77,41,2021,
Fernando Alonso,Monaco,Medium New,1,45,45,2021,
Fernando Alonso,Monaco,Soft New,46,77,32,2021,
George Russell,Monaco,Medium New,1,31,31,2021,
George Russell,Monaco,Hard New,32,77,46,2021,
Nicholas Latifi,Monaco,Medium New,1,43,43,2021,
Yuki Tsunoda,Monaco,Hard New,1,64,64,2021,
Yuki Tsunoda,Monaco,Soft New,65,77,13,2021,
Nikita Mazepin,Monaco,Soft New,1,34,34,2021,
Nikita Mazepin,Monaco,Hard New,35,75,41,2021,
Mick Schumacher,Monaco,Soft New,1,37,37,2021,
Mick Schumacher,Monaco,Hard New,38,75,38,2021,
Valtteri Bottas,Monaco,Soft Used,1,29,29,2021,
Nicholas Latifi,Monaco,Hard New,44,77,34,2021,
Sergio Perez,Azerbaijan,Soft Used,1,13,13,2021,
Sergio Perez,Azerbaijan,Hard New,14,48,35,2021,
Sergio Perez,Azerbaijan,Soft Used,49,51,3,2021,
Sebastian Vettel,Azerbaijan,Soft New,1,18,18,2021,
Sebastian Vettel,Azerbaijan,Hard New,19,48,30,2021,
Sebastian Vettel,Azerbaijan,Soft Used,49,51,3,2021,
Pierre Gasly,Azerbaijan,Soft Used,1,11,11,2021,
Pierre Gasly,Azerbaijan,Soft Used,49,51,3,2021,
Charles Leclerc,Azerbaijan,Soft Used,1,9,9,2021,
Charles Leclerc,Azerbaijan,Hard New,10,48,39,2021,
Charles Leclerc,Azerbaijan,Soft Used,49,51,3,2021,
Lando Norris,Azerbaijan,Soft Used,1,7,7,2021,
Lando Norris,Azerbaijan,Hard New,8,48,41,2021,
Lando Norris,Azerbaijan,Soft Used,49,51,3,2021,
Fernando Alonso,Azerbaijan,Soft Used,1,7,7,2021,
Fernando Alonso,Azerbaijan,Hard New,8,34,27,2021,
Fernando Alonso,Azerbaijan,Soft Used,35,48,14,2021,
Fernando Alonso,Azerbaijan,Soft Used,49,51,3,2021,
Yuki Tsunoda,Azerbaijan,Soft Used,1,9,9,2021,
Yuki Tsunoda,Azerbaijan,Hard New,10,48,39,2021,
Yuki Tsunoda,Azerbaijan,Soft Used,49,51,3,2021,
Carlos Sainz,Azerbaijan,Hard New,11,48,38,2021,
Carlos Sainz,Azerbaijan,Soft Used,1,10,10,2021,
Carlos Sainz,Azerbaijan,Soft Used,49,51,3,2021,
Daniel Ricciardo,Azerbaijan,Soft Used,1,11,11,2021,
Daniel Ricciardo,Azerbaijan,Hard New,12,48,37,2021,
Daniel Ricciardo,Azerbaijan,Soft Used,49,51,3,2021,
Kimi Räikkönen,Azerbaijan,Medium New,1,13,13,2021,
Kimi Räikkönen,Azerbaijan,Hard New,14,48,35,2021,
Kimi Räikkönen,Azerbaijan,Soft New,49,51,3,2021,
Antonio Giovinazzi,Azerbaijan,Soft New,1,2,2,2021,
Antonio Giovinazzi,Azerbaijan,Hard New,3,34,32,2021,
Antonio Giovinazzi,Azerbaijan,Hard New,35,48,14,2021,
Valtteri Bottas,Azerbaijan,Soft Used,1,11,11,2021,
Valtteri Bottas,Azerbaijan,Hard New,12,47,36,2021,
Valtteri Bottas,Azerbaijan,Soft Used,48,48,1,2021,
Valtteri Bottas,Azerbaijan,Soft Used,49,51,3,2021,
Mick Schumacher,Azerbaijan,Soft New,1,8,8,2021,
Mick Schumacher,Azerbaijan,Soft Used,35,44,10,2021,
Mick Schumacher,Azerbaijan,Soft Used,45,48,4,2021,
Mick Schumacher,Azerbaijan,Soft Used,49,51,3,2021,
Nikita Mazepin,Azerbaijan,Hard New,10,34,25,2021,
Nikita Mazepin,Azerbaijan,Soft New,1,9,9,2021,
Nikita Mazepin,Azerbaijan,Soft Used,35,44,10,2021,
Nikita Mazepin,Azerbaijan,Soft Used,49,51,3,2021,
Lewis Hamilton,Azerbaijan,Soft Used,1,11,11,2021,
Lewis Hamilton,Azerbaijan,Hard New,12,48,37,2021,
Lewis Hamilton,Azerbaijan,Soft Used,49,51,3,2021,
Nicholas Latifi,Azerbaijan,Medium New,1,9,9,2021,
Nicholas Latifi,Azerbaijan,Hard New,10,48,39,2021,
Nicholas Latifi,Azerbaijan,Soft New,49,51,3,2021,
George Russell,Azerbaijan,Medium New,1,1,1,2021,
George Russell,Azerbaijan,Hard New,2,34,33,2021,
George Russell,Azerbaijan,Hard New,35,48,14,2021,
Max Verstappen,Azerbaijan,Soft Used,1,12,12,2021,
Max Verstappen,Azerbaijan,Hard New,13,45,33,2021,
Lance Stroll,Azerbaijan,Hard New,1,29,29,2021,
Esteban Ocon,Azerbaijan,Soft New,1,3,3,2021,
Mick Schumacher,Azerbaijan,Hard New,9,34,26,2021,
Nikita Mazepin,Azerbaijan,Soft Used,45,48,4,2021,
Pierre Gasly,Azerbaijan,Hard New,12,48,37,2021,
Antonio Giovinazzi,Azerbaijan,Soft New,49,51,3,2021,
George Russell,Azerbaijan,Soft New,48,48,1,2021,
Max Verstappen,France,Medium Used,1,18,18,2021,
Max Verstappen,France,Hard New,19,32,14,2021,
Max Verstappen,France,Medium Used,33,53,21,2021,
Lewis Hamilton,France,Medium Used,1,19,19,2021,
Lewis Hamilton,France,Hard New,20,53,34,2021,
Sergio Perez,France,Medium Used,1,24,24,2021,
Sergio Perez,France,Hard New,25,53,29,2021,
Valtteri Bottas,France,Medium Used,1,17,17,2021,
Valtteri Bottas,France,Hard New,18,53,36,2021,
Lando Norris,France,Medium Used,1,24,24,2021,
Lando Norris,France,Hard New,25,53,29,2021,
Daniel Ricciardo,France,Medium Used,1,16,16,2021,
Daniel Ricciardo,France,Hard New,17,53,37,2021,
Pierre Gasly,France,Medium Used,1,16,16,2021,
Pierre Gasly,France,Hard New,17,53,37,2021,
Fernando Alonso,France,Medium Used,1,18,18,2021,
Fernando Alonso,France,Hard New,19,53,35,2021,
Sebastian Vettel,France,Hard New,1,37,37,2021,
Sebastian Vettel,France,Medium Used,38,53,16,2021,
Lance Stroll,France,Hard New,1,34,34,2021,
Lance Stroll,France,Medium New,35,53,19,2021,
Carlos Sainz,France,Medium Used,1,17,17,2021,
Carlos Sainz,France,Hard New,18,53,36,2021,
George Russell,France,Medium New,1,17,17,2021,
George Russell,France,Hard New,18,52,35,2021,
Yuki Tsunoda,France,Medium New,1,15,15,2021,
Yuki Tsunoda,France,Hard New,16,52,37,2021,
Esteban Ocon,France,Hard New,1,28,28,2021,
Esteban Ocon,France,Medium Used,29,52,24,2021,
Antonio Giovinazzi,France,Medium New,29,52,24,2021,
Charles Leclerc,France,Medium Used,1,14,14,2021,
Charles Leclerc,France,Hard New,15,38,24,2021,
Charles Leclerc,France,Medium Used,39,52,14,2021,
Kimi Räikkönen,France,Hard New,1,33,33,2021,
Kimi Räikkönen,France,Medium New,34,52,19,2021,
Nicholas Latifi,France,Medium New,1,18,18,2021,
Nicholas Latifi,France,Hard New,19,52,34,2021,
Mick Schumacher,France,Medium New,1,15,15,2021,
Mick Schumacher,France,Hard New,16,52,37,2021,
Nikita Mazepin,France,Hard New,1,31,31,2021,
Nikita Mazepin,France,Medium New,32,52,21,2021,
Antonio Giovinazzi,France,Hard New,1,28,28,2021,
Max Verstappen,Styria,Medium Used,1,29,29,2021,
Max Verstappen,Styria,Hard New,30,71,42,2021,
Lewis Hamilton,Styria,Medium Used,1,28,28,2021,
Lewis Hamilton,Styria,Hard New,29,69,41,2021,
Lewis Hamilton,Styria,Soft Used,70,71,2,2021,
Valtteri Bottas,Styria,Medium Used,1,27,27,2021,
Valtteri Bottas,Styria,Hard New,28,71,44,2021,
Sergio Perez,Styria,Soft Used,1,26,26,2021,
Sergio Perez,Styria,Hard New,27,54,28,2021,
Sergio Perez,Styria,Medium New,55,71,17,2021,
Lando Norris,Styria,Soft Used,1,31,31,2021,
Lando Norris,Styria,Hard New,32,70,39,2021,
Carlos Sainz,Styria,Medium New,1,41,41,2021,
Carlos Sainz,Styria,Hard New,42,70,29,2021,
Charles Leclerc,Styria,Soft Used,1,1,1,2021,
Charles Leclerc,Styria,Hard New,2,37,36,2021,
Charles Leclerc,Styria,Medium New,38,70,33,2021,
Lance Stroll,Styria,Soft Used,1,28,28,2021,
Lance Stroll,Styria,Hard New,29,70,42,2021,
Fernando Alonso,Styria,Soft Used,1,27,27,2021,
Fernando Alonso,Styria,Hard New,28,70,43,2021,
Yuki Tsunoda,Styria,Soft Used,1,26,26,2021,
Yuki Tsunoda,Styria,Hard New,27,70,44,2021,
Kimi Räikkönen,Styria,Hard New,1,36,36,2021,
Kimi Räikkönen,Styria,Medium New,37,70,34,2021,
Sebastian Vettel,Styria,Medium New,1,27,27,2021,
Sebastian Vettel,Styria,Hard New,28,70,43,2021,
Daniel Ricciardo,Styria,Medium New,1,41,41,2021,
Daniel Ricciardo,Styria,Hard New,42,70,29,2021,
Esteban Ocon,Styria,Medium New,1,36,36,2021,
Esteban Ocon,Styria,Hard New,37,70,34,2021,
Antonio Giovinazzi,Styria,Medium New,1,23,23,2021,
Antonio Giovinazzi,Styria,Hard New,24,70,47,2021,
Mick Schumacher,Styria,Medium New,1,33,33,2021,
Mick Schumacher,Styria,Hard New,34,69,36,2021,
Nicholas Latifi,Styria,Medium New,1,1,1,2021,
Nicholas Latifi,Styria,Soft New,2,25,24,2021,
Nicholas Latifi,Styria,Hard New,26,68,43,2021,
Nikita Mazepin,Styria,Medium New,1,21,21,2021,
Nikita Mazepin,Styria,Hard New,22,68,47,2021,
George Russell,Styria,Medium New,1,25,25,2021,
George Russell,Styria,Hard New,26,36,11,2021,
Pierre Gasly,Styria,Soft Used,1,1,1,2021,
Max Verstappen,Austria,Medium Used,1,32,32,2021,
Max Verstappen,Austria,Hard New,33,60,28,2021,
Max Verstappen,Austria,Hard New,61,71,11,2021,
Valtteri Bottas,Austria,Medium Used,1,30,30,2021,
Valtteri Bottas,Austria,Hard New,31,71,41,2021,
Lando Norris,Austria,Medium Used,1,30,30,2021,
Lando Norris,Austria,Hard New,31,71,41,2021,
Lewis Hamilton,Austria,Medium Used,1,31,31,2021,
Lewis Hamilton,Austria,Hard New,32,53,22,2021,
Lewis Hamilton,Austria,Hard New,54,71,18,2021,
Carlos Sainz,Austria,Hard New,1,48,48,2021,
Carlos Sainz,Austria,Medium Used,49,71,23,2021,
Sergio Perez,Austria,Medium Used,1,32,32,2021,
Sergio Perez,Austria,Hard New,33,71,39,2021,
Daniel Ricciardo,Austria,Medium New,1,29,29,2021,
Daniel Ricciardo,Austria,Hard New,30,71,42,2021,
Charles Leclerc,Austria,Medium Used,1,34,34,2021,
Charles Leclerc,Austria,Hard New,35,71,37,2021,
Pierre Gasly,Austria,Soft Used,1,13,13,2021,
Pierre Gasly,Austria,Hard New,14,45,32,2021,
Pierre Gasly,Austria,Hard New,46,71,26,2021,
Fernando Alonso,Austria,Medium New,1,32,32,2021,
Fernando Alonso,Austria,Hard New,33,70,38,2021,
George Russell,Austria,Medium Used,1,30,30,2021,
George Russell,Austria,Hard New,31,70,40,2021,
Yuki Tsunoda,Austria,Soft Used,1,12,12,2021,
Yuki Tsunoda,Austria,Hard New,13,51,39,2021,
Yuki Tsunoda,Austria,Hard New,52,70,19,2021,
Lance Stroll,Austria,Soft Used,1,14,14,2021,
Lance Stroll,Austria,Hard New,15,46,32,2021,
Lance Stroll,Austria,Hard New,47,70,24,2021,
Antonio Giovinazzi,Austria,Medium New,1,1,1,2021,
Antonio Giovinazzi,Austria,Hard New,2,29,28,2021,
Antonio Giovinazzi,Austria,Hard New,30,70,41,2021,
Nicholas Latifi,Austria,Medium New,1,33,33,2021,
Nicholas Latifi,Austria,Hard New,34,70,37,2021,
Kimi Räikkönen,Austria,Hard New,1,37,37,2021,
Kimi Räikkönen,Austria,Medium New,38,70,33,2021,
Sebastian Vettel,Austria,Soft Used,1,17,17,2021,
Sebastian Vettel,Austria,Hard New,18,49,32,2021,
Sebastian Vettel,Austria,Hard New,50,69,20,2021,
Mick Schumacher,Austria,Medium New,1,34,34,2021,
Mick Schumacher,Austria,Hard New,35,69,35,2021,
Nikita Mazepin,Austria,Medium New,1,27,27,2021,
Nikita Mazepin,Austria,Hard New,28,45,18,2021,
Nikita Mazepin,Austria,Hard New,46,69,24,2021,
Esteban Ocon,Austria,Medium New,1,1,1,2021,
Lewis Hamilton,Great Britain,Medium Used,1,2,2,2021,
Lewis Hamilton,Great Britain,Medium Used,3,27,25,2021,
Lewis Hamilton,Great Britain,Hard New,28,52,25,2021,
